wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:00745238n,,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.",música_zuni,YES,
,bn:15377177n,,popular_music_of_birmingham,Birmingham's culture of popular music first developed in the mid-1950s.,música_popular_de_birmingham,YES,
,bn:01130189n,,pipe_banner,A pipe banner is a decorative flag for the Scottish Highland bagpipes.,bandera_de_la_gaita,YES,
,bn:01393753n,,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,phleng_phuea_chiwit,YES,
,bn:01393753n,,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,canciones_para_la_vida,YES,
,bn:01393753n,,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,pleng_phua_cheewit,YES,
,bn:01393753n,,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,canción_para_la_vida,YES,
,bn:01393753n,,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,phleng_pheua_chiwit,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",música_folk_filipina,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",música_folk_tradicional,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",folk_pinoy,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",folk_filipino,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",música_filipina_tradicional,YES,
,bn:03315820n,,"philippine_folk_music, filipino_folk_music, traditional_filipino_music, pinoy_folk, filipino_folk, traditional_philippine_music, filipino_traditional_music, traditional_music_of_the_philippines","The traditional music of the Philippines, like the folk music of other countries, reflects the life of common, mostly rural Filipinos.",música_tradicional_de_filipinas,YES,
,bn:00651310n,,"pashto_music, music_of_nwfp, pashtun_music",Pashto music is commonly performed in Afghanistan and Pakistan among Pashtun people.,música_pastúna,YES,
,bn:00651310n,,"pashto_music, music_of_nwfp, pashtun_music",Pashto music is commonly performed in Afghanistan and Pakistan among Pashtun people.,música_de_nwfp,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,esquema_de_la_música,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,esquema_tópico_de_la_música,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,lista_de_temas_musicales_básicos,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,temas_básicos_musicales,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,esquema_del_tema_de_la_música,YES,
,bn:02762863n,,"outline_of_music, topical_outline_of_music, list_of_basic_music_topics, music_basic_topics, topic_outline_of_music, list_of_basic_musical_topics, list_of_musical_topics, list_of_music_topics",Optional.empty,lista_de_temas_musicales,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",oberheim_matrix_synthesizers,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix-12,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",oberheim_matrix,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix-1000,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix-6,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix_1000,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix_6,YES,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",matrix_12,YES,
,bn:00487141n,,"norwegian_rock, rock_music_in_norway","Norway has produced a number of famous rock bands, including Titanic, a-ha and Kaizers Orchestra.",rock_noruego,YES,
,bn:00487141n,,"norwegian_rock, rock_music_in_norway","Norway has produced a number of famous rock bands, including Titanic, a-ha and Kaizers Orchestra.",música_rock_en_noruega,YES,
,bn:00425888n,,"new_zealand_hip_hop, nz_hip_hop, new_zealand_rap",New Zealand Hip Hop derives from the wider hip hop cultural movement originating amongst African Americans in the United States.,hip_hop_neozelandés,YES,
,bn:00425888n,,"new_zealand_hip_hop, nz_hip_hop, new_zealand_rap",New Zealand Hip Hop derives from the wider hip hop cultural movement originating amongst African Americans in the United States.,hip_hop_nz,YES,
,bn:00425888n,,"new_zealand_hip_hop, nz_hip_hop, new_zealand_rap",New Zealand Hip Hop derives from the wider hip hop cultural movement originating amongst African Americans in the United States.,rap_neozelandés,YES,
,bn:01983583n,,"new_brunswick,_new_jersey_music_scene","New Brunswick, New Jersey's music scene has been the home to many notable rock bands.",nuevo_brunswick,YES,
,bn:01983583n,,"new_brunswick,_new_jersey_music_scene","New Brunswick, New Jersey's music scene has been the home to many notable rock bands.",escena_musical_de_nueva_jersey,YES,
,bn:00535671n,,"needle_time, needle-time",Needle time was created in the United Kingdom by the Musicians' Union and Phonographic Performance Limited to restrict the amount of recorded music that could be transmitted by the BBC during any 24-hour period.,needle_time,YES,
,bn:00535671n,,"needle_time, needle-time",Needle time was created in the United Kingdom by the Musicians' Union and Phonographic Performance Limited to restrict the amount of recorded music that could be transmitted by the BBC during any 24-hour period.,needle-time,YES,
,bn:01868702n,,"music-specific_disorders, music_disorder, music_specific_disorders, musical_disorder",Neuroscientists have learned a lot about the role of the brain in numerous cognitive mechanisms by understanding corresponding disorders.,trastorno_específico_musical,YES,
,bn:01868702n,,"music-specific_disorders, music_disorder, music_specific_disorders, musical_disorder",Neuroscientists have learned a lot about the role of the brain in numerous cognitive mechanisms by understanding corresponding disorders.,trastorno_musical,YES,
,bn:01868702n,,"music-specific_disorders, music_disorder, music_specific_disorders, musical_disorder",Neuroscientists have learned a lot about the role of the brain in numerous cognitive mechanisms by understanding corresponding disorders.,trastornos_específicos_de_música,YES,
,bn:02367825n,,"music_venues_in_the_netherlands, list_of_music_venues_in_the_netherlands",Music venues in the Netherlands are a vivid part of the social cultural environment of the country.,lugares_musicales_en_los_países_bajos,YES,
,bn:02367825n,,"music_venues_in_the_netherlands, list_of_music_venues_in_the_netherlands",Music venues in the Netherlands are a vivid part of the social cultural environment of the country.,lista_de_los_lugares_musicales_en_los_países_bajos,YES,
,bn:03869986n,,music_of_the_african_diaspora,Music of the African diaspora was mostly refined and developed during the period of slavery.,música_de_la_diáspora_africana,YES,
,bn:03028746n,,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",música_de_chipre,YES,
,bn:03028746n,,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",música_chipriota,YES,
,bn:03028746n,,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",música_popular_en_chipre,YES,
,bn:03028746n,,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",música_tradicional_de_chipre,YES,
,bn:03143965n,,"music_history_of_the_united_states_in_the_1970s, music_history_of_the_united_states, music_of_the_united_states",Popular music of the United States in the 1970s saw various forms of pop music dominating the charts.,historia_musical_de_los_estados_unidos_en_los_1970s,YES,
,bn:03143965n,,"music_history_of_the_united_states_in_the_1970s, music_history_of_the_united_states, music_of_the_united_states",Popular music of the United States in the 1970s saw various forms of pop music dominating the charts.,historia_musical_de_los_estados_unidos,YES,
,bn:03143965n,,"music_history_of_the_united_states_in_the_1970s, music_history_of_the_united_states, music_of_the_united_states",Popular music of the United States in the 1970s saw various forms of pop music dominating the charts.,música_de_los_estados_unidos,YES,
,bn:02113023n,,"music_history_of_france, french_medieval_music, french_baroque_music, french_renaissance_music",The music history of France runs from as far back as the 10th century to today's modern music.,historia_musical_de_francia,YES,
,bn:02113023n,,"music_history_of_france, french_medieval_music, french_baroque_music, french_renaissance_music",The music history of France runs from as far back as the 10th century to today's modern music.,música_medieval_francés,YES,
,bn:02113023n,,"music_history_of_france, french_medieval_music, french_baroque_music, french_renaissance_music",The music history of France runs from as far back as the 10th century to today's modern music.,música_barroca_francesa,YES,
,bn:02113023n,,"music_history_of_france, french_medieval_music, french_baroque_music, french_renaissance_music",The music history of France runs from as far back as the 10th century to today's modern music.,música_renacentista_francés,YES,
,bn:01451326n,,"music_and_artificial_intelligence, artificial_intelligence_and_music","Research in artificial intelligence is known to have impacted medical diagnosis, stock trading, robot control, and several other fields.",música_e_inteligencia_artificial,YES,
,bn:01451326n,,"music_and_artificial_intelligence, artificial_intelligence_and_music","Research in artificial intelligence is known to have impacted medical diagnosis, stock trading, robot control, and several other fields.",inteligencia_artificial_y_música,YES,
,bn:03643309n,,"malaysian_rock, m_rock, mrock, m-rock",Malaysian underground music and idealism is popular locally and overseas.,rock_malayo,YES,
,bn:03643309n,,"malaysian_rock, m_rock, mrock, m-rock",Malaysian underground music and idealism is popular locally and overseas.,m_rock,YES,
,bn:03643309n,,"malaysian_rock, m_rock, mrock, m-rock",Malaysian underground music and idealism is popular locally and overseas.,mrock,YES,
,bn:03643309n,,"malaysian_rock, m_rock, mrock, m-rock",Malaysian underground music and idealism is popular locally and overseas.,m-rock,YES,
,bn:01531420n,,"kuaiban, kuai_ban",Kuaiban is a form of oral storytelling performance that is popular in northern China.,kuaiban,YES,
,bn:01531420n,,"kuaiban, kuai_ban",Kuaiban is a form of oral storytelling performance that is popular in northern China.,kuai_ban,YES,
,bn:02107099n,,"klang, chord_of_nature, der_naturklang, clang, harmonic_chord_of_nature","In music, klang is a term sometimes used to translate the German Klang, a highly polysemic word.",klang,YES,
,bn:02107099n,,"klang, chord_of_nature, der_naturklang, clang, harmonic_chord_of_nature","In music, klang is a term sometimes used to translate the German Klang, a highly polysemic word.",acorde_de_la_naturaleza,YES,
,bn:02107099n,,"klang, chord_of_nature, der_naturklang, clang, harmonic_chord_of_nature","In music, klang is a term sometimes used to translate the German Klang, a highly polysemic word.",der_naturklang,YES,
,bn:02107099n,,"klang, chord_of_nature, der_naturklang, clang, harmonic_chord_of_nature","In music, klang is a term sometimes used to translate the German Klang, a highly polysemic word.",clang,YES,
,bn:02107099n,,"klang, chord_of_nature, der_naturklang, clang, harmonic_chord_of_nature","In music, klang is a term sometimes used to translate the German Klang, a highly polysemic word.",acorde_armónico_de_la_naturaleza,YES,
,bn:03112997n,,"italian_classical_music, art_music_of_italy, classical_music_in_italy",Optional.empty,música_clásica_italiana,YES,
,bn:03112997n,,"italian_classical_music, art_music_of_italy, classical_music_in_italy",Optional.empty,música_culta_de_italia,YES,
,bn:03112997n,,"italian_classical_music, art_music_of_italy, classical_music_in_italy",Optional.empty,música_clásica_en_italia,YES,
,bn:00791149n,,iroquois_music,The Iroquois is a confederacy of six Native American tribes.,música_iroqués,YES,
,bn:01209128n,,innu_music,The Innu are among the First Nations of Canada.,música_innu,YES,
,bn:01974344n,,"hungarian_rock, rock_music_in_hungary, hungarian_alternative",Hungarian rock has been a part of the popular music of Hungary since the early 1960s.,rock_húngaro,YES,
,bn:01974344n,,"hungarian_rock, rock_music_in_hungary, hungarian_alternative",Hungarian rock has been a part of the popular music of Hungary since the early 1960s.,música_rock_en_hungaría,YES,
,bn:01974344n,,"hungarian_rock, rock_music_in_hungary, hungarian_alternative",Hungarian rock has been a part of the popular music of Hungary since the early 1960s.,rock_alternativo_húngaro,YES,
,bn:02114112n,,hungarian_opera,"The origins of Hungarian opera can be traced to the late 18th century, with the rise of imported opera and other concert styles in cities like Pozsony, Kismarton, Nagyszeben and Budapest.",ópera_húngara,YES,
,bn:01874428n,,hong_kong_hip_hop,Hip hop can be traced in Hong Kong from the early 1990s with singers such as Sandy Lam and Shirley Kwan.,hip_hop_de_hong_kong,YES,
,bn:03363847n,,greek_punk,"The Greek punk scene was small but powerful in the Greek capital, Athens, in the 1980s.",punk_griego,YES,
,bn:02222026n,,exercise_and_music,"The interplay of exercise and music has long been discussed, crossing the disciplines of biomechanics, neurology, physiology, and sport psychology.",ejercicio_y_música,YES,
,bn:00644344n,,environmentalism_in_music,"Environmentalism has occasionally been a topic in music, primarily since the 1940s.",ambientalismo_en_la_música,YES,
,bn:01871086n,,dominican_salsa,"While the Dominican Republic is known for shaping merengue and bachata music, its musicians have also melded these influences into the early development of salsa music amongst the Latin community of New York City in the early 1960s.",salsa_dominicana,YES,
,bn:02145888n,,disco_mix,"En discomiks er innspilling av en sang på en måte som er beregnet på å oppildne lyttere og dansere ved å ta i bruk itererte gjentakelser av sangens vers, overganger og refrenger med breaks og orkestrelle opptrappinger.",mezcla_de_música_dance,YES,
,bn:01063270n,,dene_music,"The Dene and their direct language relations live in the Yukon, Northwest Territories, British Columbia, Alberta, Saskatchewan, Manitoba, as well as some parts of California, and through to the Apache and Navajo lands in the South Central United States.",música_dene,YES,
,bn:02208399n,,dance_hall,The dance halls of Jamaica in the 1950s and 1960s were home to public dances usually targeted at younger patrons.,salón_de_baile,YES,
,bn:02208399n,,dance_hall,The dance halls of Jamaica in the 1950s and 1960s were home to public dances usually targeted at younger patrons.,sala_de_baile,YES,
,bn:03750412n,,"cuban_hip_hop, rap_cubano",Hip hop music arrived in Cuba via radio and TV broadcasts from Miami.,hip_hop_cubano,YES,
,bn:03750412n,,"cuban_hip_hop, rap_cubano",Hip hop music arrived in Cuba via radio and TV broadcasts from Miami.,rap_cubano,YES,
,bn:01384463n,,creole_music_melodies,Optional.empty,melodias_musicales_criollas,YES,
,bn:00131903n,,caribbean_music_in_canada,"Caribbean music in Canada has existed since the early 1920s, becoming increasingly prominent after the 1960s as Caribbean immigration to Canada increased.",música_caribeña_en_canadá,YES,
,bn:01616133n,,"canadian_punk_rock, toronto_punk_rock","The first punk rock bands in Canada emerged during the late 1970s, in the wake of the US bands Ramones, The New York Dolls, and Blondie, and the UK band Sex Pistols.",punck_rock_canadiense,YES,
,bn:01616133n,,"canadian_punk_rock, toronto_punk_rock","The first punk rock bands in Canada emerged during the late 1970s, in the wake of the US bands Ramones, The New York Dolls, and Blondie, and the UK band Sex Pistols.",punck_rock_de_toronto,YES,
,bn:15116344n,,canadian_heavy_metal,Canadian heavy metal music is a short history.,heavy_metal_canadiense,YES,
,bn:00012904n,,"break, voice_crack",An abrupt change in the tone or register of the voice (as at puberty or due to emotion),cambio_en_la_voz,YES,
,bn:15685363n,,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,ballet_y_ópera_azerí,YES,
,bn:15685363n,,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,ballet_y_ópera_azerbaiyana,YES,
,bn:15685363n,,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,ópera_en_azerbaiyán,YES,
,bn:15685363n,,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,ópera_y_ballet_en_azerbaiyán,YES,
,bn:15685363n,,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,ópera_azerbaiyana,YES,
,bn:01045230n,,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",hardcore_australiano,YES,
,bn:01045230n,,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",lista_de_grupos_hardcore_punk_australianos,YES,
,bn:01045230n,,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",lista_de_grupos_metalcore_y_hardcore_punk_australianos,YES,
,bn:01045230n,,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",hardcore_punk_australiano,YES,
,bn:16016211n,,"appenzeller_string_music, string_music_from_appenzell",String music from Appenzell plays an important role in the instrumental practice of the region.,música_de_cuerda_appenzeller,YES,
