wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00000981n,,"sound_intensity, acoustic_intensity, sound_pressure_level, acoustic_power, acoustic_level, sound_intensity_level, SIL, acoustic_intensity_level",The physical intensity of sound,niveau_de_pression_acoustique,YES
,bn:00000982n,,"sound_projection, acoustic_projection, projection",The acoustic phenomenon that gives sound a penetrating quality,prévision,YES
,bn:00000982n,,"sound_projection, acoustic_projection, projection",The acoustic phenomenon that gives sound a penetrating quality,saillie,YES
,bn:00000986n,,"sound_wave, acoustic_wave, sound, sound_propagation, pressure_wave",(acoustics) a wave that transmits sound,sons,YES
,bn:00000986n,,"sound_wave, acoustic_wave, sound, sound_propagation, pressure_wave",(acoustics) a wave that transmits sound,ondes_sonores,YES
,bn:00000986n,,"sound_wave, acoustic_wave, sound, sound_propagation, pressure_wave",(acoustics) a wave that transmits sound,propagation_du_son,YES
,bn:00000986n,,"sound_wave, acoustic_wave, sound, sound_propagation, pressure_wave",(acoustics) a wave that transmits sound,onde_de_pression,YES
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,son_acoustique,YES
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,données_acoustiques,YES
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,sciencce_du_son,YES
,bn:00002139n,,"hem, ahem","The utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",ahem,YES
,bn:00002234n,,"air_horn, goal_horn, handy_horn, rape_horn, gas_horn, airhorn",A pneumatic horn,airhorn,YES
,bn:00002234n,,"air_horn, goal_horn, handy_horn, rape_horn, gas_horn, airhorn",A pneumatic horn,corne_d'appel,YES
,bn:00002414n,,"alarm_bell, tocsin",The sound of an alarm (usually a bell),sonnette_d'alarme,YES
,bn:00002414n,,"alarm_bell, tocsin",The sound of an alarm (usually a bell),cloche_d'alarme,YES
,bn:00003327n,,"plagal_cadence, amen_cadence",A cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic,amen_cadence,YES
,bn:00004083n,,"angelus_bell, angelus",The sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,angelus_cloche,YES
,bn:00004715n,,"antiphonary, antiphonal, antiphony, antiphoner, vesperale_romanum, antiphonel, antiphonaries",Bound collection of antiphons,antiphonal,YES
,bn:00004828n,,"apache_devil_dance, apache_diable_danse",A ritual dance of the Apache,apache_devil_dance,YES
,bn:00005052n,,"whip, slapstick, applauder, clapper",Someone who applauds,applauder,YES
,bn:00006998n,,"attack, tone-beginning",A decisive manner of beginning a musical tone or phrase,ton_début,YES
,bn:00007019n,,"listener, good_listener, hearer, auditor, attender",Someone who listens attentively,gestion_des_événements,YES
,bn:00007019n,,"listener, good_listener, hearer, auditor, attender",Someone who listens attentively,événement,YES
,bn:00007019n,,"listener, good_listener, hearer, auditor, attender",Someone who listens attentively,gestionnaire_d'événements,YES
,bn:00007019n,,"listener, good_listener, hearer, auditor, attender",Someone who listens attentively,écouteuse,YES
,bn:00007102n,,"audio_frequency, audible_frequency, sound_frequency, AF, A.F., audio, audio_frequencies, af, audio-frequency",An audible acoustic wave frequency,fréquences_audio,YES
,bn:00007102n,,"audio_frequency, audible_frequency, sound_frequency, AF, A.F., audio, audio_frequencies, af, audio-frequency",An audible acoustic wave frequency,partie_son,YES
,bn:00007104n,,audio,The sound elements of television,partie_son,YES
,bn:00007106n,,"audio_cd, audio_compact_disc, CD, Compact_Disc",Compact discs used to reproduce sound (voice and music),disque_compact_audio,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,protection_de_l'ouïe,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,tradition,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,protecteur,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,entendre,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,écouter,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,fonction_auditive,YES
,bn:00007120n,,"hearing, auditory_perception, auditory_sense, sense_of_hearing, audition, auditory_modality, human_hearing,  auditive_perception, hear, hearing_protection, art_of_listening, aural, audioception, ear_protection_device, ear_protective_devices, ear_protective_device, underwater_hearing",The ability to hear; the auditory faculty,modalité_auditive,YES
,bn:00007124n,,"auditorium, auditorium_site, auditorium_seating, amphitheater, arena, garden, hall, theater, theatre, auditoriums, auditoria, screens, continental_seating, imperial_box",The area of a theater or concert hall where the audience sits,salles,YES
,bn:00007124n,,"auditorium, auditorium_site, auditorium_seating, amphitheater, arena, garden, hall, theater, theatre, auditoriums, auditoria, screens, continental_seating, imperial_box",The area of a theater or concert hall where the audience sits,auditoriums,YES
,bn:00007124n,,"auditorium, auditorium_site, auditorium_seating, amphitheater, arena, garden, hall, theater, theatre, auditoriums, auditoria, screens, continental_seating, imperial_box",The area of a theater or concert hall where the audience sits,loge_royale,YES
,bn:00007124n,,"auditorium, auditorium_site, auditorium_seating, amphitheater, arena, garden, hall, theater, theatre, auditoriums, auditoria, screens, continental_seating, imperial_box",The area of a theater or concert hall where the audience sits,auditorium_cinéma,YES
,bn:00007124n,,"auditorium, auditorium_site, auditorium_seating, amphitheater, arena, garden, hall, theater, theatre, auditoriums, auditoria, screens, continental_seating, imperial_box",The area of a theater or concert hall where the audience sits,auditorium_film,YES
,bn:00007126n,,"auditory_apparatus, auditory_system",All of the components of the organ of hearing including the outer and middle and inner ears,appareil_auditif,YES
,bn:00007127n,,"primary_auditory_cortex, A1, auditory_cortex, auditory_area, secondary_auditory_cortex, posterior_transverse_temporal_area_42, anterior_transverse_temporal_area_41, auditory_processing",The cortical area that receives auditory information from the medial geniculate body,cortex_auditif,YES
,bn:00007127n,,"primary_auditory_cortex, A1, auditory_cortex, auditory_area, secondary_auditory_cortex, posterior_transverse_temporal_area_42, anterior_transverse_temporal_area_41, auditory_processing",The cortical area that receives auditory information from the medial geniculate body,aire_auditive,YES
,bn:00007128n,,"superior_temporal_gyrus, auditory_center",The part of the brain (in a fold of the cerebral cortex of the temporal lobe on both sides of the brain) that receives impulses from the ear by way of the auditory nerve,auditif_central,YES
,bn:00007130n,,"hyperacusis, hyperacusia, auditory_hyperesthesia, hyperacousis, hypercaousia",Abnormal acuteness of hearing due to increased irritability of the sensory neural mechanism; characterized by intolerance for ordinary sound levels,hyperacusia,YES
,bn:00007377n,,"hooter, automobile_horn, horn, car_horn, motor_horn, klaxon",A device on an automobile for making a warning noise,klaxon_de_vélo,YES
,bn:00007377n,,"hooter, automobile_horn, horn, car_horn, motor_horn, klaxon",A device on an automobile for making a warning noise,corne_de_bicyclette,YES
,bn:00007377n,,"hooter, automobile_horn, horn, car_horn, motor_horn, klaxon",A device on an automobile for making a warning noise,automobile_corne,YES
,bn:00007377n,,"hooter, automobile_horn, horn, car_horn, motor_horn, klaxon",A device on an automobile for making a warning noise,moteur_corne,YES
,bn:00007665n,,"parlor_grand_piano, parlor_grand, baby_grand_piano, parlour_grand, parlour_grand_piano, baby_grand",A small grand piano,salon_de_piano_à_queue,YES
,bn:00007665n,,"parlor_grand_piano, parlor_grand, baby_grand_piano, parlour_grand, parlour_grand_piano, baby_grand",A small grand piano,grand_salon,YES
,bn:00007788n,,"background_level, noise_level, ambient_noise",The amplitude level of the undesired background noise,niveau_sonore,YES
,bn:00007788n,,"background_level, noise_level, ambient_noise",The amplitude level of the undesired background noise,niveau_de_fond,YES
,bn:00007789n,,"background_noise, ground_noise, ambient_noise",Extraneous noise contaminating sound measurements that cannot be separated from the desired signal,le_bruit_de_fond,YES
,bn:00008123n,,ball,The people assembled at a lavish formal dance,balle,YES
,bn:00008128n,,"ball, formal, ball_dance, balls, charity_ball, society_ball",A lavish dance requiring formal attire,salle_de_bal,YES
,bn:00008128n,,"ball, formal, ball_dance, balls, charity_ball, society_ball",A lavish dance requiring formal attire,balle,YES
,bn:00008164n,,"ballerina, danseuse, ballet dancer",A female ballet dancer,premier_danseur,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,ballets,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,danseur_classique,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,danseuse_classique,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,histoire_du_ballet,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,la_danse_classique,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,grand_ballet,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,spectacle_de_danse,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,danse_de_scène,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,ballet_classique,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,danse_théâtre,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,concert_danse,YES
,bn:00008165n,,"ballet, 1939_ballet_premieres, 20th_century_concert_dance, ballett, performance_dances,  2011_ballet_premieres, 1914_ballet_premieres, 1940_ballet_premieres, un/locode:inblt, ballet_schools, ballet_characters, balletomanes, 1915_ballet_premieres, ballet_teachers, concert_dancer, balet, 1916_ballet_premieres, 1938_ballet_premieres, balletti,  ballets, ballet_competitions, concert_dance, theatre_dance, performance_dance, dance_theatre, dance_theater, scenic_dance, show_dance, stage_dance, ballet_dance, showdance,  classical_dance, ballet_dancing, dance_performance, balletto",A theatrical representation of a story that is performed to music by trained dancers,showdance,YES
,bn:00008167n,,"ballet_company, ballet_companies_in_france, ballet_companies_in_canada, ballet_companies_in_denmark, ballet_companies_in_korea, ballet_companies_in_sweden, ballet_companies_in_china, ballet_companies_in_italy, ballet_companies_in_switzerland, ballet_companies_in_the_philippines, ballet_companies_in_australia, ballet_companies_in_the_united_kingdom, ballet_companies",A company that produces ballets,compagnies_de_ballet,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,première_danseuse,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,premier_danseur,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,danseur_classique,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,danseuse_classique,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,ballerines,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,danseurs_de_ballet,YES
,bn:00008168n,,"ballet_dancer, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas, ballerina",A trained dancer who is a member of a ballet company,danseuse_de_ballet,YES
,bn:00008169n,,"ballet_master, balletmaster, premier_maître_de_ballet, premier_maître_de_ballet_en_chef, ballet_mistresses, paul_talgioni, maría_de_ávila, ballet_masters, paul_taglioni, maria_de_avila, premier_maitre_de_ballet, maitre_de_ballet, maître_de_ballet, premier_maitre_de_ballet_en_chef, maître_de_ballet_en_chef, maitre_de_ballet_en_chef, balletmasters",A man who directs and teaches and rehearses dancers for a ballet company,maitre_de_ballet,YES
,bn:00008169n,,"ballet_master, balletmaster, premier_maître_de_ballet, premier_maître_de_ballet_en_chef, ballet_mistresses, paul_talgioni, maría_de_ávila, ballet_masters, paul_taglioni, maria_de_avila, premier_maitre_de_ballet, maitre_de_ballet, maître_de_ballet, premier_maitre_de_ballet_en_chef, maître_de_ballet_en_chef, maitre_de_ballet_en_chef, balletmasters",A man who directs and teaches and rehearses dancers for a ballet company,balletmaster,YES
,bn:00008171n,,"ballet_position, basic_position_in_ballet, positions_of_the_feet_in_ballet",Classical position of the body and especially the feet in ballet,positions_classiques,YES
,bn:00008172n,,"tutu, ballet_tutu, ballerina_tootoo, ballet_skirt, ballet_dress",Very short skirt worn by ballerinas,tutus_de_ballets,YES
,bn:00008321n,,"bandstand, outdoor_stage, band_stand, bandshell, music_kiosk, stand, , bandstands, band_rotunda",A platform where a (brass) band can play in the open air,stand,YES
,bn:00008321n,,"bandstand, outdoor_stage, band_stand, bandshell, music_kiosk, stand, , bandstands, band_rotunda",A platform where a (brass) band can play in the open air,étal,YES
,bn:00008321n,,"bandstand, outdoor_stage, band_stand, bandshell, music_kiosk, stand, , bandstands, band_rotunda",A platform where a (brass) band can play in the open air,scène_extérieure,YES
,bn:00008321n,,"bandstand, outdoor_stage, band_stand, bandshell, music_kiosk, stand, , bandstands, band_rotunda",A platform where a (brass) band can play in the open air,être_debout,YES
,bn:00008361n,,"banjo, tenor_banjo, 4-string_banjo, benjo, 5-string_banjo, open_back_banjo, banjo_string, four-string_banjo, banjer, electric_banjo, classic_banjo, five-string_banjo, banjos, fingerpicking_banjo, stealth_banjo",A stringed instrument of the guitar family that has long neck and circular body,banjo_ténor,YES
,bn:00008361n,,"banjo, tenor_banjo, 4-string_banjo, benjo, 5-string_banjo, open_back_banjo, banjo_string, four-string_banjo, banjer, electric_banjo, classic_banjo, five-string_banjo, banjos, fingerpicking_banjo, stealth_banjo",A stringed instrument of the guitar family that has long neck and circular body,cinq_cordes_banjo,YES
,bn:00008361n,,"banjo, tenor_banjo, 4-string_banjo, benjo, 5-string_banjo, open_back_banjo, banjo_string, four-string_banjo, banjer, electric_banjo, classic_banjo, five-string_banjo, banjos, fingerpicking_banjo, stealth_banjo",A stringed instrument of the guitar family that has long neck and circular body,banjo_à_cinq_cordes,YES
,bn:00008597n,,"bark, dog_barking, woof, woofing, yelp, wuff, dog_bark",The sound made by a dog,écorce,YES
,bn:00008597n,,"bark, dog_barking, woof, woofing, yelp, wuff, dog_bark",The sound made by a dog,aboyer,YES
,bn:00008615n,,"barn_dance, barndance",A dance party featuring country dancing,danse_campagnarde,YES
,bn:00008615n,,"barn_dance, barndance",A dance party featuring country dancing,barndance,YES
,bn:00008924n,,"tuba, bombardon, sousaphone, bass_horn, bass_tuba, serpent, bombardone, contrabass_tuba, sousaphonist, brass_bass, jazz_tuba, susaphone, sousaphon",The lowest brass wind instrument,sousaphone,YES
,bn:00008924n,,"tuba, bombardon, sousaphone, bass_horn, bass_tuba, serpent, bombardone, contrabass_tuba, sousaphonist, brass_bass, jazz_tuba, susaphone, sousaphon",The lowest brass wind instrument,soubassophone,YES
